,time_s,flux,flux_err,delta_t
343103,230422008.75322706,8977.9033203125,33.96515655517578,779.99
343104,230422028.75305948,8964.103515625,33.957977294921875,20.0
343105,230422048.7528919,9002.8056640625,33.97471618652344,20.0
343106,230422068.75272685,9034.60546875,34.01255416870117,20.0
343107,230422088.75255933,8976.46484375,33.9524040222168,20.0
343108,230422108.75239173,8890.5830078125,33.88275146484375,20.0
343109,230422128.7522242,9007.6044921875,33.96872329711914,20.0
343110,230422208.7515565,8915.8984375,33.918392181396484,80.0
343111,230422228.75138894,9013.2275390625,33.968055725097656,20.0
343112,230422248.75122386,9055.9423828125,34.01890563964844,20.0
343113,230422308.75072375,8940.0068359375,33.8811149597168,60.0
343114,230422348.7503886,9103.2958984375,34.054317474365234,40.0
343115,230422368.750221,8875.439453125,33.87404251098633,20.0
343116,230422388.75005606,8994.240234375,34.2050895690918,20.0
343117,230422428.7497209,8941.4599609375,33.914241790771484,40.0
343118,230422488.74922073,8978.8271484375,33.95291519165039,60.0
343119,230422508.7490532,9047.875,34.012306213378906,20.0
343120,230422528.7488881,8915.701171875,33.874107360839844,20.0
343121,230422568.74855304,8953.90625,33.9699821472168,40.0
343122,230422588.74838793,8899.8740234375,33.941375732421875,20.0
343123,230422608.7482204,8910.0458984375,33.971065521240234,20.0
343124,230422648.7478853,9047.93359375,34.006927490234375,40.0
343125,230422688.74755275,9034.287109375,34.07386779785156,40.0
343126,230422708.74738508,8908.45703125,33.90754318237305,20.0
343127,230422728.74722013,8961.625,33.943336486816406,20.0
343128,230422748.74705255,8897.4140625,33.895355224609375,20.0
343129,230422768.74688497,9075.4013671875,34.037418365478516,20.0
343130,230422788.7467174,8995.892578125,33.949092864990234,20.0
343131,230422808.74655235,8925.44140625,33.925453186035156,20.0
343132,230422828.7463848,9022.6875,33.9872932434082,20.0
343133,230422848.7462172,9035.0,34.01274490356445,20.0
343134,230422868.7460522,8927.97265625,33.94144821166992,20.0
343135,230422888.74588463,8999.5869140625,33.9638786315918,20.0
343136,230422908.74571708,9019.6708984375,33.987876892089844,20.0
343137,230422928.745552,8888.7548828125,33.847572326660156,20.0
343138,230422968.7452169,8978.205078125,33.93921661376953,40.0
343139,230422988.7450519,8973.220703125,33.97813415527344,20.0
343140,230423008.7448843,8967.1318359375,33.919952392578125,20.0
343141,230423028.74471673,8918.3291015625,33.92191696166992,20.0
343142,230423048.74455172,9040.0244140625,33.9869499206543,20.0
343143,230423068.7443842,9053.587890625,34.00942611694336,20.0
343144,230423088.74421662,9069.291015625,33.97690200805664,20.0
343145,230423108.74405155,8911.615234375,33.9425048828125,20.0
343146,230423128.74388403,8920.2119140625,33.911460876464844,20.0
343147,230423148.74371892,8984.6064453125,33.96165466308594,20.0
343148,230423168.7435514,9071.4892578125,34.02669143676758,20.0
343149,230423188.74338385,9115.71484375,34.12945556640625,20.0
343150,230423208.7432188,8912.0234375,33.8944206237793,20.0
343151,230423228.74305123,8992.767578125,33.93975830078125,20.0
343152,230423248.74288374,9016.365234375,33.97706604003906,20.0
343153,230423268.7427186,8924.6787109375,33.8919792175293,20.0
343154,230423288.7425511,9058.4052734375,34.007625579833984,20.0
343155,230423308.74238354,8994.2255859375,33.98883056640625,20.0
343156,230423328.74221846,8988.373046875,33.966217041015625,20.0
343157,230423348.74205095,8929.4033203125,33.93153762817383,20.0
343158,230423368.7418834,8906.7822265625,33.882774353027344,20.0
343159,230423388.7417183,8922.93359375,33.92292785644531,20.0
343160,230423408.74155077,9074.45703125,34.04825973510742,20.0
343161,230423428.74138322,8945.8037109375,33.96427536010742,20.0
343162,230423448.74121815,8938.4892578125,33.947265625,20.0
343163,230423468.7410506,9044.6201171875,33.96223831176758,20.0
343164,230423488.7408856,8986.3076171875,33.952911376953125,20.0
343165,230423508.740718,9081.89453125,34.037757873535156,20.0
343166,230423528.74055296,8970.9658203125,33.9548454284668,20.0
343167,230423548.74038547,9053.0546875,36.69025421142578,20.0
343168,230423568.7402178,9019.095703125,33.99747085571289,20.0
343169,230423588.74005282,8994.205078125,33.92595291137695,20.0
343170,230423608.73988524,8954.2744140625,33.95326614379883,20.0
343171,230423628.7397202,9022.1259765625,33.9627571105957,20.0
343172,230423648.73955268,8909.3076171875,33.8908576965332,20.0
343173,230423668.73938516,8977.2373046875,33.94442367553711,20.0
343174,230423688.73922014,9054.134765625,33.97470474243164,20.0
343175,230423708.73905262,8974.376953125,33.971221923828125,20.0
343176,230423728.7388876,9013.1455078125,33.93186950683594,20.0
343177,230423748.73872003,8993.7451171875,34.001827239990234,20.0
343178,230423768.73855495,8918.615234375,33.88610076904297,20.0
343179,230423788.73838744,8988.5263671875,33.97439193725586,20.0
343180,230423808.73821983,8981.0517578125,33.977481842041016,20.0
343181,230423828.73805484,9019.5947265625,33.98904800415039,20.0
343182,230423848.73788726,8966.8359375,33.94255065917969,20.0
343183,230424048.73622173,8952.5107421875,33.967979431152344,200.0
343184,230424068.73605663,9188.4326171875,34.10547637939453,20.0
343185,230424088.73588914,8979.72265625,33.926971435546875,20.0
343186,230424108.73572406,8989.0419921875,33.9534797668457,20.0
343187,230424128.73555648,8925.9521484375,33.941673278808594,20.0
343188,230424148.73539144,9061.8623046875,34.02134323120117,20.0
343189,230424168.73522395,9004.8291015625,33.980831146240234,20.0
343190,230424188.73505884,8875.3837890625,33.873924255371094,20.0
343191,230424208.7348913,8867.1689453125,33.865379333496094,20.0
343192,230424228.73472625,9077.4892578125,34.02606201171875,20.0
343193,230424248.73455867,9095.900390625,34.028038024902344,20.0
