,time_s,flux,flux_err,delta_t
254486,228442617.7502075,7765.92578125,23.286890029907227,860.0
254487,228442637.7501784,7753.4453125,23.252967834472656,20.0
254488,228442657.75014424,7703.91162109375,23.221776962280273,20.0
254489,228442677.75011015,7918.04052734375,23.444225311279297,20.0
254490,228442697.7500761,7690.08349609375,23.172605514526367,20.0
254491,228442717.75004202,7792.72705078125,23.298038482666016,20.0
254492,228442737.75000787,7734.9296875,23.243030548095703,20.0
254493,228442757.7499738,7793.92041015625,23.29314613342285,20.0
254494,228442777.74993965,7752.62939453125,23.248037338256836,20.0
254495,228442797.74990553,7766.5224609375,23.263397216796875,20.0
254496,228442817.74987146,7815.74755859375,23.328357696533203,20.0
254497,228442837.74984238,7805.02197265625,23.32033348083496,20.0
254498,228442857.74980828,7787.3857421875,23.283855438232422,20.0
254499,228442877.74977422,7772.919921875,23.39706802368164,20.0
254500,228442897.74974006,7787.984375,23.272138595581055,20.0
254501,228442917.7497059,7795.72900390625,23.309362411499023,20.0
254502,228442937.74967182,7806.72412109375,23.289794921875,20.0
254503,228442957.74963772,7652.63671875,23.11844253540039,20.0
254504,228442977.74960366,7713.9482421875,23.19774055480957,20.0
254505,228442997.74956957,7769.1787109375,23.288698196411133,20.0
254506,228443017.74953544,7796.91943359375,23.280420303344727,20.0
254507,228443037.7495013,7778.20703125,23.28516960144043,20.0
254508,228443057.74947223,7760.34228515625,23.262598037719727,20.0
254509,228443077.7494381,7875.0400390625,23.36117935180664,20.0
254510,228443097.74940404,7723.9853515625,23.200366973876953,20.0
254511,228443117.74936995,7815.6572265625,23.307708740234375,20.0
254512,228443137.7493358,7819.1201171875,23.3920841217041,20.0
254513,228443157.74930167,7740.4287109375,23.31466293334961,20.0
254514,228443177.74926755,7773.52294921875,23.288280487060547,20.0
254515,228443197.74923348,7612.18603515625,23.089136123657227,20.0
254516,228443217.74919942,7808.3359375,23.317909240722656,20.0
254517,228443237.74916533,7822.7392578125,23.333160400390625,20.0
254518,228443257.74913624,7717.8671875,23.213396072387695,20.0
254519,228443277.74910218,7875.044921875,23.394981384277344,20.0
254520,228443297.7490681,7773.6875,23.27298927307129,20.0
254521,228443317.74903396,7867.060546875,23.38965606689453,20.0
254522,228443337.7489999,7711.43212890625,23.178956985473633,20.0
254523,228443357.74896583,7729.48095703125,23.196624755859375,20.0
254524,228443377.7489317,7754.6005859375,23.255861282348633,20.0
