,time_s,flux,flux_err,delta_t
853000,244102156.71606275,7736.2490234375,22.91567611694336,2516657.17
853001,244102176.71601328,7512.69873046875,22.627965927124023,20.0
853002,244102196.71595877,7880.30078125,23.068147659301758,20.0
853003,244102216.7159093,7778.40380859375,22.95335578918457,20.0
853004,244102236.71585983,7823.12255859375,23.005422592163086,20.0
853005,244102256.7158103,7674.6103515625,22.821989059448242,20.0
853006,244102276.71576083,7739.580078125,22.93491554260254,20.0
853007,244102296.71570635,7895.9423828125,23.097021102905273,20.0
853008,244102316.71565688,7633.76123046875,22.79886245727539,20.0
853009,244102336.71560732,7690.96044921875,22.88121223449707,20.0
853010,244102356.71555778,7700.12548828125,22.8572940826416,20.0
853011,244102376.7155083,7904.07275390625,23.0924015045166,20.0
853012,244102396.7154538,7779.96630859375,22.960779190063477,20.0
853013,244102416.71540436,7743.59619140625,22.928787231445312,20.0
853014,244102436.7153549,7698.89111328125,22.847816467285156,20.0
853015,244102456.71530542,7898.20556640625,23.095792770385742,20.0
853016,244102476.71525595,7774.0615234375,22.96885108947754,20.0
853017,244102496.7152014,7750.6123046875,22.907379150390625,20.0
853018,244102516.71515194,7689.98095703125,22.876100540161133,20.0
853019,244102536.7151025,7745.52734375,22.902835845947266,20.0
853020,244102556.71505296,7842.3232421875,23.037418365478516,20.0
853021,244102576.71500352,7730.84033203125,22.90237045288086,20.0
853022,244102596.714949,7701.7890625,22.858367919921875,20.0
853023,244102616.71489954,7782.01708984375,22.960594177246094,20.0
853024,244102636.71485007,7655.5419921875,22.804332733154297,20.0
853025,244102656.71480063,7821.234375,23.023019790649414,20.0
853026,244102676.71475115,7727.29638671875,22.890644073486328,20.0
853027,244102696.71470168,7751.21142578125,22.904537200927734,20.0
853028,244102716.71464717,7715.6484375,22.868850708007812,20.0
853029,244102736.71459773,7854.11474609375,23.027193069458008,20.0
853030,244102756.71454826,7833.93408203125,22.997045516967773,20.0
853031,244102776.71449876,7797.12255859375,22.9619083404541,20.0
853032,244102796.7144493,7688.9521484375,22.855836868286133,20.0
853033,244102816.71439478,7663.2158203125,22.819496154785156,20.0
853034,244102836.7143453,7798.5146484375,22.96060562133789,20.0
853035,244102856.71429586,7801.44091796875,22.993295669555664,20.0
853036,244102876.71424633,7756.86962890625,23.013809204101562,20.0
853037,244102896.7141969,7714.45166015625,22.886125564575195,20.0
853038,244102916.71414742,7701.79931640625,22.865406036376953,20.0
